text,label
"Just saw photos of the tipi field being constructed. This upsets me as I thought people lived in them all year round  #glasto","1"
"i'm quite bothered that his hoodie now smells like me ","1"
"@RAWRitsBryony It was very upsetting and now I'm going to be late for yours because he's a git! ","1"
"Going to go buy food later cause I'm all alone at home. Which is very sad and depressing. ","1"
"@feblub I know! Am just a bit impatient and could not be bothered waiting for the iPhone 3g. Also my contract runs until December ","1"
"Im bothered by this whole h1n1 thingy. it gets to me at a different level it gets to everybody else ","1"
"@SunnyBuns have not slept yet mother... sorry  way to much anxiety","1"
"early morning drop-off. ugh, what a depressing looking day outside ","1"
"Mad doco on afghan heroin, post Taliban, on national geo. Makes me a bit squeemish tho  and depressed too :/","1"
"Urgh totally upset! :'(   Got front seats to the JB tour 2nd wembley date but my parents wont let me go! Grr. :'( :'( Totally Unfair!  ","1"
"can't believe the disgusting person who broke into her brothers car when it was on her DRIVE. Nothing is going right atm, so upset ","1"
"Still really upset I missed my short stack call and dnt have a message  stupid bus plz call again guys!!","1"
"this rain is sooo depressing ","1"
"@wtcc It is. My mother (52!) forced me to see it 3 times in theater! I now have serious depression ","1"
"As I left the office for lunch three of the Red Arrows flew overhead in formation. Matt and Tony couldn't even be bothered to look up ","1"
"In 1 hour my 2pm-10pm shift will have started  depressing...","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"wonders why nobody bothered telling me that R. Kelly is coming to South Africa and performing once in suncity  nice friends i have!","1"
"@DerekPineda I hear! stop making me jealous!! I'm upset as it is that I didn't get to finish the update this am ","1"
"I have to tidy my room soon and i couldnt be bothered sad timess ","1"
"@MDTimD its depressing  when you get home tonight go on craigslist. You prob. Won't find a job there but you'll get ideas.","1"
"All funerals upset me...I feel for all those grieving...hes arrived, bless him,  I hope they all get through it as well as they can ","1"
"Just read a very upsetting interview with Xabi  Please excuse me while I cry myself into nothing.  I need a vodka. ","1"
"Lil bit shocking.. And very upset.. ","1"
"@LisaMcP Oh no that's awful, I thought you'd cracked it the other week when you had a brainwave about helping her avoid getting upset ","1"
"Rain Again!!! What is going on...This is the most depressing June ever ","1"
"Yea bt i dnt wana upset u tho ","1"
"Now twitter is last  Can't be bothered closing everything though to get it back in the correct order","1"
"Mornin Tweeties!!!!!!..im at work....this weather is depressing ","1"
"what the hell is up with facebook? why is it being so feckin annoying? is it me? have i done something to upset it/him/her/them? boo hoo  ","1"
"I'm so hungryyyyy  I'm depressed now ugghhhh","1"
"Back in normal work since Monday. No more TT work for another year  The change of scenery did me good...but seemed to upset some!","1"
"@dingfries Not that I know of lol. I wanna go, but I'm not bothering for two reasons. 1) No-one to go with  2) I'm shit with rides.","1"
"Iron &amp; Wine, coupled with the new @jason_mraz blog, seems to be depressing me. how the f am i to work on my script now? ","1"
"Why did I bother to iron my lucky white pants today? 2.5 hours on a train and now they look like I picked them up on off the floor ","1"
"no flour  now im hungry and depressed","1"
"On my way home from Scotland. Feels rather depressing to be back in England ","1"
"how are u this morn, babe?  missed you last nite  very depressing!","1"
"jeeez, daytime tv is depressing ","1"
"woke up with some anxiety about not spending his nights with @ChristineMarie7 for over two weeks ","1"
"this weather is so depressing ","1"
"Waiting anxiously on High Court next week, feeling a bit depressed about fees ","1"
"  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. ","1"
"Another RAINY day...I am going out of my mind, this is so depressing. ","1"
"I'm sorry I should call them; Mum, Dad and Jeremy   Even though I love them all, its saddening.","1"
"OMG why is it rainig so damn much, its depressing ","1"
"@BatgirlBob I know, very upsetting!  Not the best start to the day... luckily managed to recover contacts but pics of my cousins are gone ","1"
"I do not want to leave my house with this rain!!  Possibly going to stay home all day and get work done here. This weather is depressing ","1"
"Meeting at work in a couple of hours. Gah, can't be bothered. Need a life, been sat here doing nothing all day. ","1"
"I cannot believe 3 weeks is almost up, this is so depressing ","1"
"gonig to work in like 20 mins. it upsets me ","1"
"This damn rain is depressing. June is 3/4 done and we haven't had a consistently warm day yet. This sucks ","1"
"didn't get an iced mocha before work this morning, I'm very upset ","1"
"I'm slightly upset that I am not returning to the circus ","1"
"@acciomuffins  the stuff about Iran upsets me greatly. I want to do more but I don't know how.","1"
"Is sad and depresssd and no one cares  http://myloc.me/4hN9","1"
"aw man...i totally just broke my hair tie  lol...that upsets me more than it should.","1"
"@hollydale it's the tabasco at seven that would bother me!  ","1"
"Still upset about KoL not playing Revelry on tuesday night ","1"
"@rhythmofself OMG ya... have you seen the latest commercial... for J&amp;K+8? it's soooo depressing... &quot;they have an announcement&quot; ","1"
"really really bothered about 2012 end of the world sorta theories. not yet please, not yet ","1"
"PG did not hire me.  Trying to think me joblessness as exciting opportunity rather than depressing scary state of being.","1"
"The bitch about being sick caused by anxiety is that my docs appoitment is in an hour and I am getting too scared to go ","1"
"Tweeps I'm not feeling this weather at alll. It depressing ","1"
"@JaclynMichele    That is really depressing","1"
"is saddened by the non-arrival of Mallah and Rachel ","1"
"woke up lookin and feelin like i should be in that depression commercial  but if all goes well today i'll be jumping for joy about 5pm...","1"
"cant really be bothered with twitter ","1"
"read some depressing budget news this morning. Great way to start the day ","1"
"RAIN RAIN RAIN  I need more followers to make me feel better. This weather is so depressing... www.talkofdc.com","1"
"a little upset that I forgot my bike helmet at a friends house yesterday b/c I cant bike to work today ","1"
"Um never mind...it isn't the ninja...now I'm like uber depressed... ","1"
"for the past week, when i woke up in the morninq, i didnt even bother lookinq out the window cuz i knew RAIN was the verdict ","1"
"is getting annoyed and upset with the internet....  and isn't having ANY luck with communication devices it seems. I'm sat in bed, ill ...","1"
"Sooo I didn't get the job. Womp womp  trying really hard not to get upset, but...this sucks.","1"
"upset, personal life is now forcing me to cancel a fun day of events in nyc  *sigh* no charlie brown, &amp; no LL cool J *long sigh*","1"
"I am upset with myself for not dragging my butt out of bed the first time my alarm went off, it never went off again ","1"
"The pain from migraines is bad enough, but I think the way it screws up my schedule and productivity may bother me more ","1"
"@lovexmonsters I was very upset.  They're all really different bands, so I don't understand how someone can think they sound the same. ","1"
"@Raybery  something bothering you?","1"
"Sorting Out Holiday To Turkey, depressed at canon rock because sweep picking is insanely fast in that song ","1"
"- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy. ","1"
"Will be very upset with oldest DD if she took youngest DD's camera charger after I asked her to give it back ... ","1"
"my stomach is upset. ","1"
"Ive kept thinking its friday today, I'm quite upset I have to go to work again tomorrow ","1"
"Argh! The lowest weight I have EVER been...some would be happy but I'm very upset! ","1"
"@GQMike As if the rain delay wasn't depressing enough, I just read that TR Knight is really leaving Grey's  http://is.gd/15pYy","1"
"Adobe versus Blackboard versus open-source. Adobe wins. I am saddened by this ","1"
"I'm upset because I have two of the worst ulcers ever in my mouth and all of the frosted flakes are gone  how disappointing.","1"
"@iriegyal yes this weather is definitely depressing ","1"
"@LaurenConrad lol I'm sure it can't be all that bad. U shud come over to Ireland, yesterday was a very depressing rainy day ","1"
"so tired. i want to sleep. got my wee brothers school show tonight. really can't be bothered ","1"
"then again, everything's frm Allah. syukur w wat i haf. i never mean it, seriously  i just emo-ed. dont bother.","1"
"Kind of upset &amp;&amp; feeling like i dont know who my friends are. time to get it together  Gotta move on Gotta be strong ","1"
"sooo upset.. wish i was going to see @JesseMcCartney tonight  this sucks majorly. gah!","1"
"@daynese it is! its depressing and of course mich is so hot! but ummm i have yet to see you   prob cause we both grandmas lol","1"
"@huey0929 What was that face for??  Do you think i'm not upset about not being able to go out with you tonight?!","1"
"whenever i watch live videos of JB, i feel so upset knowing i'm not going to world tour  my parents must have it in for me.","1"
"Why people call me early in the morning to get me all upset and then i cant go back to sleep.  Not even the Rain helped! ","1"
"this weather blows. it has been raining non stop this whole damn month  its depressing!","1"
"having a bad day, I feel so upset with him, but I just didn't want to show it ","1"
"Omg, I can't stand not having a job because all I do is sit in my apartment and depress myself  srsly..","1"
"Things I'm feeling now: angry, sad, heartbroken, emotional, more sad, more heartbroken, upset, and bloody pi**ed off     ","1"
"upset... Needing a new transmition 4 my jeep ","1"
"Sour apricots are great, but now my stomach is upset   4 hrs to go....","1"
"The weather channel app on my phone makes me even more depressed seeing next week and how the weather is not going to get any better ","1"
"@redwoodred thats the most depressing part of nighttime tweetups...I miss out on tasty baked goods and superfun ","1"
"Key &lt;3 ....a little depressed ","1"
"@sampan22 post facetime depression sucks!!!!  I sympathize love!","1"
"@MARoxas It IS kind of depressing... but what's more depressing is the fact that after so many years, nothing has changed. ","1"
"Omg how upseting ive got one less follower  What did I say? Do they not like Come Dine With Me?! Sad times.","1"
"@taranicolepdgg girl i dunno but i a beginning to think summer is never coming! Its so depressing ","1"
"So upset: AC Adapter is broken... which means I will have to come into school this weekend to do my million assignments ","1"
"@Lanecat2 Thanks, hon. It took hours and got my mind off things, but as soon as it was done, the anxiety of it all came rushing back in. ","1"
"I really miss Billy all of a sudden. I'm gonna cry  i'm also depressed that Spring Awakening is no longer on  theatre ","1"
"is depressed by the 10 days of rain forecasted for Boston ","1"
"I'm wondering if I'm ever going to see the SUN again! Geeez Louise! I'm starting get depressed and unmotivated!!! ","1"
"FINALLY yesterday they had some and this guy in front of me bought the last ones they had. I was too upset. ","1"
"bought an awsome fathers day card lol...depressed i hav 2 run 200m in sports day ","1"
"@MPeters20 So upset ","1"
"so upset... v is being so rude and her friends too... ","1"
"@kirstenbelmont this upsets me. ","1"
"is getting depressed because there is no1 to talk to on msn or facebook ","1"
"weather is depressing ","1"
"I'm very upset with WMP 12 in windows 7 coz the 'Now Playing' option is no more there   #MSWindows","1"
"I'm a little upset...he didn't stop calling until I woke up  Is Arizona considered long distance?","1"
"@JenWagnerWriter OMG I am so sick of the rain! All Sarah keeps saying is it better not be like this all summer. It's depressing ","1"
".. dont even bother to take it in and mark it!! and everyone else is happy coz they havent done it! it makes me mad ","1"
"@skadoodlequany this is depressing ","1"
"*yawn* so tired..., cant be bothered with practice tonight but I don't have a choice ","1"
"this torrential monsoon is soo depressinggg. ","1"
"wat a rainy day...mad depressing ","1"
"Going to the bank to deposit 75k in to an account that isn't mine  ... Smh why do I bother","1"
"@mnrmg That saddens me, I love tomatoes ","1"
"Man more people losing everything. This world is getting depressing. ","1"
" its really depressing that my baby sister never wants to spend time with me when im moving out in 3 months","1"
"wow this song is depressing ","1"
"@unrealmusik *anxiety* My Firebox soundcard is broken, I need to buy a new one.  What do you use and are you happy with it?","1"
"Great, I have to go back to the dentist tomorrow and they didn't even bother giving me pain meds ","1"
"the more i read about patch 3.2, the more i wonder y i bother to actually do any end game stuff. just wait till they give away for free ","1"
"upset i had to leave in the middle of SYTYCD i was tryna get all ov @kingofkrump words,so i can use them to build my vocabb!  womp.","1"
"So upset I cant see @NPSH  in Toronto  -cries-","1"
"@patrickjames66 but let me just state for the record... I was in a hurry cuz hubs was upset our cable was out &amp; I had been gone 3 hrs  LOL","1"
"@taylorswift13 I'm so upset that I can't come see you because the trains don't run late enough ","1"
"Wow... I didnt even know the girl but this is beyond upsetting. She's 13 year old ballet dancer with a passion for musical theatre. ","1"
"@cyclingdiva Me no likey about Boonen either. Very depressed  Hopefully they'll appeal.","1"
"@Jovani_Celeste that is saddening ","1"
"this rain seriously needs to stop. it is so depressing ","1"
"not rainy and depressing and sad ","1"
"it's crazy how 0NE year ago today was one of the happiest days of my life &amp; look @ it now. Ughhh this is depressing, but i can't cry ","1"
"Getting ready to leave work...a little depressed...thinking about my Grandfather...I miss him ","1"
"Hey @GeorgieMakeup i want to cry im so upset about ure account  come bk where u go no one nos  (GeorgieMakeup live &gt; http://ustre.am/2EZ0)","1"
"Has become obsessed with strawberrys and sugar? Also school days. However i'm upset at my school days dvd ","1"
"@camiigonzalez ughh i know that upsets me lol we're not seeing them until august  im leaving on monday.. yeap wish i could do tht too xd","1"
"Crap. Well-meaning friend has just made me uber-depressed and feeling useless. ","1"
"Doc appointment days suck...but 2 in a row...wonder why I even bother as I never get anything new to try ","1"
"@mileycyrus -i am 14.live uk. i wnt to say hw u r my complete idol&amp; hw much i luv u. my DREAM is to meet u x  it depresses me it wnt hapen","1"
"My mom's bothering me to read and run on the treadmill. ","1"
"Beyondd upset.. No city tonight ","1"
"@cuddlykatz I am saddened by this  http://myloc.me/4lLQ","1"
"too bored n too lazy...at least i didnt bother goin 2 de hair salon cuz weather sucks major ","1"
"Internet still doesn't work. This is depressing ","1"
"it upsets me 3oh!3 are played on british mainstream tv. they were always mine and louise's little joke band of whiteboy rappers ","1"
"I'm upset I just burned and bit my lip ... Being the over weight lover ","1"
"I do NOT feel well  semi feel like i'm having anxiety attacks, but im not. IDK helpppppppppppppp","1"
"@Stevo092 Im sorry, man like i really didn't mean to make you feel upset ","1"
"@ashleymassaro99 Im sorry your day was depressing ","1"
"Thinking about all the things I've started but that have never been 'finished' = depressing... ","1"
"@highforties so upset you had no luck  at least u had a good work out. Do you plan to go again?","1"
"Weather above 65 bothers me! Too Hott to do anything  Off to Pleasanton","1"
"@StacieBee yes ... but now they are upsetting my tummy! ","1"
"omgosh i got an email from chris...but no i cant see it coz my internet is fucked  that really upsets me :'( x","1"
"@allie_ohhh not at all... i am sooo depressed im not going.... i wont lie... i shed a tear...  hahah","1"
"@keisha_buchanan I'm so pissed off right now! Cant go to the Thetford gig anymore! So upset and annoyed. Was so looking forward to it! ","1"
"@Jostralia same  its depressing isnt it. omj u get my 1400th update!","1"
"why is it always the really bizarre, somewhat depressing dreams that feel so real after you wake up?  ","1"
"But i mean it i am gonna cry im so mad and upset ","1"
"Just depressed ","1"
"last day of school 2moz  sooooo upsetting and then some weird man exmaining my mouth! what an exciting day!","1"
"is saddened bc i have absolutely NO followers! ","1"
"@Wilisinvisible oh MAN then im extra slow! ive never seen you drive wil, this saddens me ","1"
"@keisha_buchanan Cant go to the Thetford gig anymore! So upset and annoyed. Was so looking forward to it!  So not fair! Lol.","1"
"Lovely.. more rain! This weather is honestly making me depressed. ","1"
"@twinnius_b support them. myself included. and now there's rumors that they're gonna get divorced etc. which saddens me greatly ","1"
"It's just the same as last year. I dunno why I even bother ","1"
"Guys. This REALLY upsets me right now.  @blinkandyoumiss especially, check it out please. http://digg.com/d1uDpF","1"
"not graduating with the besties just added to the depression of an already bad day ","1"
"is depressed. hates job. ","1"
"Dont bother people when they are sleeping. Noted. ","1"
"@keisha_buchanan Cant go to the Thetford gig anymore! So upset and annoyed. Was so looking forward to it!  So not fair! Lol.","1"
"There's no way not to come across as wimpy here given that I lived out West for 15 odd yrs... but man rain depresses me ","1"
"Im depressed  im gonna miss its on with alexa chung ","1"
"throat is bothering her, and with all this fluctuating weather she prays she is not getting a cold ","1"
"@willsm23 - Hey hun, what ya doin now? My tummy hurts, I guess anxiety from making sure my renewals get done ","1"
"Got in a big accident.  The other lady had to be taken to the ER. I'm really upset. :/","1"
"At 22:15 someone landed on my blog with 'I'm hitting deep depression and am 16. Help?' ","1"
"So, being depressed causes eating problems.   Nick's gonna put on weight if he keeps buying candy bars. &amp; He's not gonna look cute. ...","1"
"Was upset earlier couldn't go to my cousins house today cause my dad was being a bum and he got rid of Aim from the computer. ","1"
"returning home after a sunny holiday is definately rather depressing ","1"
"All this rain is makin me depressSss  http://myloc.me/4mVo","1"
"i'm starting to become more depressed...  wut shud i do now?? my iPod is frozen...  all my precious music... frozen...","1"
"Frustrated. The one day I can sleep in....... myself won't let me sleep in  depressing.. too early to be up if your not at school. lol","1"
"want to play my banjo and sing depressing songs. but its not here! ","1"
"At dunkin donuts, all upset because they RAN OUT of croissants to put my bacon egg and cheese on  The croissant makes it!","1"
"I hope it doesn't.....DOESN'T inspire more girls.  my bad on the last tweet. I really really get upset about teen pregnancy. Sucks","1"
"I'm VERY upset that I missed 25 cent gelato day at Soup &amp; Co. ","1"
"@miss_flora IKR  I was so depressed when I read that..... Jimmy fucking Page are you KIDDING ME  ","1"
"Ugh... So upset... I can't go to the gym for a week or until my knee gets better... So bummed... ","1"
"@kitzismyname i know i am sooooooooooo upset  c u 2 morrow","1"
"upset that no one got a 100% on my quiz ","1"
"Rob Pattinson was hit by a car?!   Oh gosh! Leave him alone, stupid fangirls! You'll give the poor guy an anxiety attack!  Hope he's ok.","1"
"Watched Requiem for a Dream with Kathlene. I forgot how depressing it was.  sad face.","1"
"I'm so upset, like ugh. At least i can see him tomorrow ","1"
"@obox This news is depressing ","1"
"People who say pad thai wrong upset me. ","1"
"upset bc there are so many bad drivers out on the road today!! ","1"
"Dear town, No more fireworks you are going to give my dog a anxiety attack/heart attack!!!!!!!!!! ","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"@artlinkgallery it upsets me seeing how kewl soldiers &amp; secret agents r in movies &amp; how easy they kill jerks like him, but it's all false ","1"
"is having such a depressing day ","1"
"#Oceania Cruises charges clients banking fee on top of final payment. Wassup with that? Now I have upset clients and I have more work. ","1"
"@RosiesWhimsy  I was so upset w/ myself abt the picture - we don't see them often ","1"
"is upset &amp; feeling hopeless!  How can ppl be so selfish?!?!","1"
"im upset  i dont know if the story about davids dad is true??? ","1"
"GAH! hates when he has somehow upset someone he cares about and isnt sure what he did. ","1"
"is very much saddened by the fact that there are now roller coasters in Lowry Park Zoo ","1"
"this friend thing is really getting depressing ","1"
"I cant wait for  wensday!! Transformers!! Working EVERY day.  Its so depressing.","1"
"@victoriabradyy i know. its depressing. this is the beginning of the senior train. saddness  xoxo erin","1"
"@mandiemuller hahah i didnt get your text, i am soo upset now!! lol ","1"
"just got out of the shower... how depressing it is to shower before work ","1"
"Even though I usually forget about stuff after I've slept, I'm still bothered about something from last night.  Hope I forget it later..","1"
"I really hate being sick   I'm so depressed and pouty...","1"
"very upset! britney concert was a YES! now its a No!!! ","1"
"Uwe Boll, feel free to use our tax loops to make your shitty movies, just don't bother releasing them here! Still looking for Tunnel Rats ","1"
" so upset those 2 weren't suppose to go","1"
"Darn.  I have to wake up at 5:30 tomorrow, thus I have to sleep now. Highly upset that I'm mising Buck and KJ. D:","1"
"@HOTtamaleTRAIN I'm upset about Max... real upset ","1"
"so upset with myself ","1"
"Ugh it just got depressing... I miss my ferret and I wish she would have been nicer ","1"
"@jennettemccurdy U R TURNING 17 OMFG!!! I thought u were my ge or 1yr older now im upset ","1"
"upset i dropped my fone in a lake a few days ago  hope i get it back soon","1"
"Is depressed my dog had a stroke and is blind ","1"
"and im upset. and you know what? im about to break a sweat cause im freaking out! ","1"
"in a state of depression and onli michelle rodriguez understands why. ","1"
"ps. i'm upset because i was going to watch ellen today (i remembered for once this summer) but golf was on instead. ","1"
"And im officially depressed. ","1"
"sigh...anderson especially depressing tonight.  ","1"
"@jillianbowe That upsets me ","1"
"one of my boston terriers is limping like crazy :/ its really bothering me. ","1"
"Extremely bothered. I really do care about her. ","1"
"im listening to the news.....depression city ","1"
"winchester hospital owns my life. ANDDD im so upset liss told me george is no longer on greys  ughhh so miserableee.","1"
"Is upset and just wants to listen to music... ","1"
"Tonight I was saddened by the loss of a friend - I lost him to prejudice and racism, all these years, and I never knew ","1"
"@ the Continental Club for Beetle Band &amp; decompression.  Tummy is upset, so no dancing for me. ","1"
"@rpmyers I am now depressed by your recent tweet ","1"
"So upset! My sexy voice is leaving me over the weekend  haha","1"
"upset.  i miss how it used to be.","1"
"I'm upset I didn't make it on American Idol ","1"
"@Bexbelieve it aint even funny  im fukin depressed bex i seriously dunno how much i can take but yea come darlin","1"
"All of these public figures are trying &amp; succeeding in breaking the 1 million follower mark! I just wanna break 100!!! This is depressing ","1"
"@vigneash yeah! depressing new to wake up to right in the morning  ","1"
"im so upset that the 5th version of percy jackson comes out late in india... ","1"
"is really upset that she won't be able to watch Max sway his hips anymore. ","1"
"Watched So You Think You Can Dance and am upset that those 2 went home ","1"
"@bonolicious2 No because its so depressing! Poor kids  ","1"
"finally understand confusing crap. ugh. some people just realllly bother me... ","1"
"trying to eat while you're upset is a bad life decision. i feel gross ","1"
"is depressed. ","1"
"a fly is bothering right now, and i want to barack that bitch but i dont have the skills that obama has ","1"
"Marking exams is depressing. I thought I really connected with my students, I was nurturing the next group of statisticians. Maybe not. ","1"
"I'm really depressed!!! I won't make it to Minnesota this summer  stuck in Mexico!!! God!! I SO want to go!!!","1"
"Wow. Its been 35 years since we have been to the moon. Thats depressing   35 years, wasted. Blows my mind..","1"
"upset tummy, mini headache. gah! this needs to go away NOW. off to go whale watching tomorrow, dont want to be sick ","1"
"@stefanodimera i really do likeyou stephano i am just wee bit upset that you have scheming with that nasty nicole against sami and ej ","1"
"I want to die , I'm so depressed right now ","1"
"Oh, it just got depressing. ","1"
"very upset now! Phoenix Live in Jakarta and BOTY Asia fall on the same night!! aargh. cant go for both! ","1"
"Right now I'm on a quest to make myself happy. I get depressed at night  this must change..","1"
"Time to go to bed, heard some depressing news tonight and am just pissed about it ","1"
"Kind of depressed that I will be waiting until December, when I can upgrade, to get the iPhone 3G S ","1"
"omg can't sleep sumthing is really bothering me.. Something big ","1"
": Blah! I feel so alone and depressed.  Time for bed.","1"
"@TokioHotel4LYF idk :| i think shes having her own solo career though..*sigh* this has rocked my world...iam so upset ","1"
"I'm a little bit upset that the local PBS station won't be showing the premier of Chess in concert until 2AM! ","1"
"I am so depressed right now I could say a bad word. How can a dvd just vanish into thin air? It just isn't possible. I give up ","1"
"the new JONAS episode looks like its gonna upset me ","1"
"@gheelovesyou I know right. They need a better story than that. I used to love him so much  It saddens me. Lol.","1"
"@Sherizzle WTF! Bitches aint shit! Remember that! Friends don't humiliate you when they know it bothers you. Stop hanging out with them ","1"
"@IndiJayy i knowwwww! ugh how depressing  nick didn't confirm, but we all know he's doing more than reconnecting with miley xP","1"
"@NiseyRae Yeah its crazy!!! Everyone is gone.  I no longer have a life without yall. But I'm going to stop before I get depressed.","1"
"I didn't get carded to drink?  this saddens me","1"
"dude forget Atlanta im going to New Jersey   ! table flip bitch &lt;3 haha im really depressed this season is ending  its the BEST!","1"
"@_douchebag I'm at a hockey game right now  Thank you though!! I'm saddened by the lack of D/S ones anyway.","1"
"So going backwards through your facebook photos from skinniest to heaviest is probably the most depressing thing you can do. Just FYI. ","1"
"Back in crapcouver. Even the smell makes me depressed ","1"
"WTF too upset to draw  I keep messing up and it's pissing me off so I better stop before I rip it up!","1"
"so upset that max went home on so you think you can dance...wish it had have been kapono ","1"
"so upset that the Young Money Presents: America’s Most Wanted Music Festival is NOT coming to Louisiana!!!! ","1"
"Kinda upset that my two best friends werent even at my birthday party ","1"
"@Rivera_Alicia (Text) I sure hope so, he's been having anxiety attacks lately. ","1"
"@DWs_Choctruffle Oh Thanks!!! I am going to take my kids to the zoo so I am not depressed that I am not in Boston for my b~day ","1"
"@Rowzee18 that's upsetting.   I enjoyed my freshman year. Now I'm a stupid sophomore.  LOL","1"
"Why do I bother to be friends with assholes?? Sad.. ","1"
"i hate when my family and best friends are upset. i never really know what to say to cheer them up ","1"
"@buckhollywood oh no! That can't be posible. Your depressed vagina just made mine sad  hahah","1"
"@felmurfud i know it's very depressing i have to wait a few days before i know for sure ","1"
"Slightly depressed that all my loves are at 2 dolla u holla at the ole landmark and im stuck in ptown ","1"
"Im upset because someone has taken Daz401 as a username ","1"
"hey twitts! I feel like I haven't been on here n a while! a lil depressed now  jus got my grade 4 class &amp; it wasn't so good ","1"
"Running so late this morning. Must be the depression caused by SA's exit from the World T20 last night. Still so sad ","1"
"@SpiderxBear besides hungover,still a tad upset  how about you dear?","1"
"@xkelly_chaosx now im upset for ya  why did this maggot own you anyways?","1"
"@bradenbee  I miss you to! Mitchell and Brian left the other day for BYU. So I'm in depression mode. Thank god your sticking around. :/","1"
"so i'm borderline depressed that I missed @WadeBowen tonight &amp; i'm missing Randy tomorrow, only 30 mins away.  boo me.","1"
"@saaket Since I’m paying 30p per 50KB for Mobile Office, I won’t even bother trying to get tethering to work on mine. ","1"
"@SongwriterTC now all you have to do is upload backfire on youtube...it's just that easy man! lol imma stop bothering you about that song ","1"
"Overthinks everything and it's depressing to think about... ","1"
"This 'seeing people off at the station' thing is really depressing ","1"
"has been up for HOURS  only an hour or so's sleep. Fucking depression, fucking life  just fuckoff &gt;.&lt;","1"
"@RestYourCase  my kitty has been missing for almost 2 weeks... im super upset over it... i kinda feel ur pain","1"
"Whoa, this is kinda depressing, 'cause it's like, first book--&gt;first chapter--&gt;James and Lily have just died.... ","1"
"@kn0ttyn3rb I do that too sometimes. I like really like spicy food. The worst is heartburn PLUS an upset stomach. No fun ","1"
"omg, @jonasbrother concert is already packed. soo upset wish i could actuallly be close ! ","1"
"@xoxo_loza_xoxo suz &amp; steve are leaving coz of work and friends and family  im really upset. mum saw the tweet n i swore oops lol","1"
"highly upset with a certain someone for getting the palm pre when I asked for a new phone ","1"
"I see lightning outside. I really don't mind it @ all UNLESS my baby isn't beside me then I'll be depressed. ","1"
"Read that entire article. I don’t really have words for it; it’s really saddening, but yet the girl got her last wish before dying. ","1"
"is upset at the litto tiny baby daisy ","1"
"@ninasplayground just my hub, but I never bother him w/ it cuz he gets little sleep as it is w/ work &amp; school fulltime  so I suffer LOL","1"
"Its really depressing ","1"
"@peachchild @ai_nante It's just like...the whole atmosphere of the comm has changed. It saddens me greatly ","1"
"Gah wat is it with summer that makes me sad/depressed?! ","1"
"its literally impossible to fall asleep before 12. I'm so nervous for tmrw. I rly HATE tackiness and it saddens me to be associated w/ it ","1"
"wants him to take meds for his depression but apparently he's too &quot;badass&quot; guys and their ways..  i just don't want him to kil himself..","1"
"@Jordankinght Very upset sydney show cancelld..Been waiting since i was a lttle girl! Got front seats  hope you come back ! tk care","1"
"@SorenLorensen Driving thru Shepton Mallet on way 2 Brizzle &amp; feeling mighty depressed on sight of Glasto signs ","1"
"wellll, it's official now thanks to larry king. even though I figured it, I'm so depresssed ","1"
"I need to walk my dog but I really can't be bothered but he needs a walk.  Someone do it for me.","1"
"@mattots The chart itself is hilarious, but the depressing part is how many millions of people will read and believe it ","1"
"Wish I could just tell the truth  It's better to hide than upset everyone, right ?","1"
"i really hate guys atm , i feel so used and upset and its meant to be the happiest day of the year lmao !!!!  oh well","1"
"@fatherdave your tweet re young man, jail and 3 meals a day a bit back saddened me. so wrong, yet so true ","1"
"second thought.. i actually hate it but can't be bothered to change it. boo ","1"
"so depressing that friday looses all it specialness when you are a student  I want my TFI friday back!!!!","1"
"have 2 days left in Florence, then off to Rome, then the US. I'm kind of upset about this  BUT then i'm in puerto rico with @rudybbq","1"
"@MariaRoblesx hey baby! I know right lol I knew ud love it! I need to talk to u i'm so upset  what u doing?xxx","1"
"@QueenofScots67 letting you know I'm upset ","1"
"has been sick and it sucks! I feel like death. &amp;&amp; i'm veryyyy upset that the dr wont call backkk. helpppp! ","1"
"I am so mad about so many things and soooo depressed...just someone shoot me now!!! ","1"
"So a &quot;Semi-annual&quot; sale doesn't mean much when the bra u want is still 50 bucks. depressing. ","1"
"@pamnesiac Stop with the &quot;being depressed&quot; stuff ","1"
"My house here has an echo now  Its scary&amp; depressing  Heading to bed shortly exhausted and drained...Its more in the head than anything.","1"
"i'm depressed  and i don't know why ","1"
"in a real 'can't be bothered' mood today.......but still have so much to do ","1"
"Is upset because she might not be allowed to go see mcfly in July ","1"
"@tayzonday Why so depressed? ","1"
"@JustMee_CynCyn LOL I no, I applied before but must have done them wrong then couldn't be bothered doin it again but my mums making me ","1"
"@SEGA Any news of when Sonic &amp; Knuckles is out on the vintage collection? Was upset to see it wasn't there with Sonic 3 ","1"
"ugg just ate mcdeath. I can feel myself getting fatter. now my stomach is upset. ","1"
"its so depressing ","1"
"@aianna21 I'm so upset we didn't get twin time yest ","1"
"Feeling depressed at the moment. I'm missing someone i should be forgetting.   talk please.","1"
"@ontrich Bad, really bad  I've been pulling a lot in school, and some times when I'm studying at home. I'm really upset and angry lately&quot;/","1"
